,STATUS,SOC_NAME,POSITION_TYPE,WAGE,YEAR,REGION
10513,CERTIFIED,Non-Technical,Y,211474,2016, SOUTH
10514,CERTIFIED,Non-Technical,Y,90626,2016, NA
10515,CERTIFIED,Non-Technical,Y,197642,2016, SOUTH
10516,CERTIFIED,Non-Technical,Y,174803,2016, WEST
10517,CERTIFIED,Non-Technical,Y,240469,2016, NORTH EAST
10518,CERTIFIED,Non-Technical,Y,229258,2016, SOUTH
10519,CERTIFIED,Non-Technical,Y,247978,2016, SOUTH
10520,CERTIFIED,Non-Technical,Y,153005,2016, NORTH EAST
10521,CERTIFIED,Non-Technical,Y,174803,2016, WEST
10522,CERTIFIED,Non-Technical,Y,190382,2016, MID WEST
10523,CERTIFIED,Non-Technical,N,55200,2016, NA
10524,CERTIFIED,Non-Technical,Y,109616,2016, SOUTH
10525,CERTIFIED,Non-Technical,Y,226574,2016, WEST
10526,CERTIFIED,Non-Technical,Y,81765,2016, WEST
10527,CERTIFIED,Non-Technical,Y,199930,2016, SOUTH
10528,CERTIFIED,Non-Technical,Y,262413,2016, SOUTH
10529,CERTIFIED,Non-Technical,Y,117957,2016, SOUTH
10530,CERTIFIED,Non-Technical,Y,173118,2016, SOUTH
10531,CERTIFIED,Non-Technical,Y,114317,2016, SOUTH
10532,CERTIFIED,Non-Technical,Y,1.00E+05,2016, WEST
10533,CERTIFIED,Non-Technical,Y,117957,2016, SOUTH
10534,CERTIFIED,Non-Technical,Y,91520,2016, MID WEST
10535,CERTIFIED,Non-Technical,Y,123053,2016, WEST
10536,CERTIFIED,Non-Technical,Y,118664,2016, NORTH EAST
10537,CERTIFIED,Non-Technical,Y,163114,2016, WEST
10538,CERTIFIED,Non-Technical,Y,256588.8,2016, SOUTH
10539,CERTIFIED,Non-Technical,Y,147326,2016, WEST
10540,CERTIFIED,Non-Technical,Y,174803,2016, WEST
10541,CERTIFIED,Non-Technical,Y,177798,2016, SOUTH
10542,CERTIFIED,Non-Technical,N,54662,2016, MID WEST
10543,CERTIFIED,Non-Technical,Y,180627,2016, MID WEST
10544,CERTIFIED,Non-Technical,Y,262412.8,2016, SOUTH
10545,CERTIFIED,Non-Technical,Y,133224,2016, WEST
10546,CERTIFIED,Non-Technical,Y,98904,2016, WEST
10547,CERTIFIED,Non-Technical,Y,174803,2016, WEST
10548,CERTIFIED,Non-Technical,Y,149926,2016, WEST
10549,CERTIFIED,Non-Technical,Y,137155,2016, MID WEST
10550,CERTIFIED,Non-Technical,Y,88691,2016, SOUTH
10551,CERTIFIED,Non-Technical,Y,153005,2016, NORTH EAST
10552,CERTIFIED,Non-Technical,Y,202300.8,2016, SOUTH
10553,CERTIFIED,Non-Technical,Y,92536,2016, SOUTH
10554,CERTIFIED,Non-Technical,Y,191422,2016, SOUTH
10555,CERTIFIED,Non-Technical,Y,137758,2016, MID WEST
10556,CERTIFIED,Non-Technical,Y,113090,2016, SOUTH
10557,CERTIFIED,Non-Technical,Y,113090,2016, SOUTH
10558,CERTIFIED,Non-Technical,Y,113090,2016, SOUTH
10559,CERTIFIED,Non-Technical,Y,106246,2016, WEST
10560,CERTIFIED,Non-Technical,Y,127795,2016, WEST
10561,CERTIFIED,Non-Technical,Y,113090,2016, SOUTH
10562,CERTIFIED,Non-Technical,Y,205629,2016, SOUTH
10563,CERTIFIED,Non-Technical,Y,83866,2016,SOUTH
10564,CERTIFIED,Non-Technical,Y,164445,2016, WEST
10565,CERTIFIED,Non-Technical,Y,118290,2016, SOUTH
10566,CERTIFIED,Non-Technical,Y,119184,2016, NORTH EAST
10567,CERTIFIED,Non-Technical,Y,130853,2016, MID WEST
10568,CERTIFIED,Non-Technical,Y,130853,2016, MID WEST
10569,CERTIFIED,Non-Technical,Y,130853,2016, MID WEST
10570,CERTIFIED,Non-Technical,Y,256173,2016, WEST
10571,CERTIFIED,Non-Technical,Y,125424,2016,SOUTH
10572,CERTIFIED,Non-Technical,Y,214790,2016, NA
10573,CERTIFIED,Non-Technical,Y,226574,2016, WEST
10574,CERTIFIED,Non-Technical,Y,204672,2016, WEST
10575,CERTIFIED,Non-Technical,Y,187200,2016, WEST
10576,CERTIFIED,Non-Technical,Y,228946,2016, SOUTH
10577,CERTIFIED,Non-Technical,Y,117998,2016, WEST
10578,CERTIFIED,Non-Technical,Y,164050,2016, WEST
10579,CERTIFIED,Non-Technical,Y,177528,2016, WEST
10580,CERTIFIED,Non-Technical,Y,219523,2016, WEST
10581,CERTIFIED,Non-Technical,Y,114941,2016, MID WEST
10582,CERTIFIED,Non-Technical,Y,187200,2016, WEST
10583,CERTIFIED,Non-Technical,Y,142771,2016, MID WEST
10584,CERTIFIED,Non-Technical,Y,238368,2016, MID WEST
10585,CERTIFIED,Non-Technical,Y,187200,2016, NORTH EAST
10586,CERTIFIED,Non-Technical,Y,191859,2016, WEST
10587,CERTIFIED,Non-Technical,Y,89274,2016, WEST
10588,CERTIFIED,Non-Technical,Y,187200,2016, WEST
10589,CERTIFIED,Non-Technical,Y,225035,2016, WEST
10590,CERTIFIED,Non-Technical,Y,187200,2016, NORTH EAST
10591,CERTIFIED,Non-Technical,Y,187200,2016, NORTH EAST
10592,CERTIFIED,Non-Technical,Y,187200,2016, SOUTH
10593,CERTIFIED,Non-Technical,Y,241842,2016, SOUTH
10594,CERTIFIED,Non-Technical,Y,164050,2016, WEST
10595,CERTIFIED,Non-Technical,Y,164050,2016, WEST
10596,CERTIFIED,Non-Technical,Y,246314,2016, SOUTH
10597,CERTIFIED,Non-Technical,Y,226699,2016, MID WEST
10598,CERTIFIED,Non-Technical,Y,145000,2016, WEST
10599,CERTIFIED,Non-Technical,Y,188843,2016, SOUTH
10600,CERTIFIED,Non-Technical,Y,189862,2016, MID WEST
10601,CERTIFIED,Non-Technical,Y,256173,2016, WEST
10602,CERTIFIED,Non-Technical,Y,157581,2016, MID WEST
10603,CERTIFIED,Non-Technical,Y,256173,2016, WEST
10604,CERTIFIED,Non-Technical,Y,187200,2016,SOUTH
10605,CERTIFIED,Non-Technical,Y,197683,2016, WEST
10606,CERTIFIED,Non-Technical,Y,130021,2016, WEST
10607,CERTIFIED,Non-Technical,Y,130853,2016, MID WEST
10608,CERTIFIED,Non-Technical,Y,102190,2016, SOUTH
10609,CERTIFIED,Non-Technical,Y,256173,2016, WEST
10610,CERTIFIED,Non-Technical,Y,149864,2016, WEST
10611,CERTIFIED,Non-Technical,Y,82930,2016, MID WEST
10612,CERTIFIED,Non-Technical,Y,75587.2,2016, WEST
10613,CERTIFIED,Non-Technical,Y,187200,2016, NORTH EAST
10614,CERTIFIED,Non-Technical,Y,130021,2016, WEST
10615,CERTIFIED,Non-Technical,Y,94723,2016, SOUTH
10616,CERTIFIED,Non-Technical,Y,225035,2016, WEST
10617,CERTIFIED,Non-Technical,Y,94370,2016, SOUTH
10618,CERTIFIED,Non-Technical,Y,151624,2016, MID WEST
10619,CERTIFIED,Non-Technical,Y,130853,2016, MID WEST
10620,CERTIFIED,Non-Technical,Y,187200,2016, WEST
10621,CERTIFIED,Non-Technical,Y,236595,2016, WEST
10622,CERTIFIED,Non-Technical,Y,187200,2016, WEST
10623,CERTIFIED,Non-Technical,Y,164050,2016, WEST
10624,CERTIFIED,Non-Technical,Y,120390.4,2016, NA
10625,CERTIFIED,Non-Technical,Y,210122,2016, WEST
10626,CERTIFIED,Non-Technical,Y,127795,2016, WEST
10627,CERTIFIED,Non-Technical,Y,164403,2016, NORTH EAST
10628,CERTIFIED,Non-Technical,Y,155958,2016, SOUTH
10629,CERTIFIED,Non-Technical,Y,99986,2016, WEST
10630,CERTIFIED,Non-Technical,Y,165714,2016, SOUTH
10631,CERTIFIED,Non-Technical,Y,194605,2016, SOUTH
10632,CERTIFIED,Non-Technical,Y,82514,2016, WEST
10633,CERTIFIED,Non-Technical,Y,241842,2016, SOUTH
10634,CERTIFIED,Non-Technical,Y,149864,2016, WEST
10635,CERTIFIED,Non-Technical,Y,187200,2016, WEST
10636,CERTIFIED,Non-Technical,Y,228946,2016, SOUTH
10637,CERTIFIED,Non-Technical,Y,97739,2016, NORTH EAST
10638,CERTIFIED,Non-Technical,Y,119912,2016, SOUTH
10639,CERTIFIED,Non-Technical,Y,237245,2016, MID WEST
10640,CERTIFIED,Non-Technical,Y,164050,2016, WEST
10641,CERTIFIED,Non-Technical,Y,125000,2016, WEST
10642,CERTIFIED,Non-Technical,Y,164403,2016, NORTH EAST
10643,CERTIFIED,Non-Technical,Y,163000,2016, WEST
10644,CERTIFIED,Non-Technical,Y,187200,2016, NORTH EAST
10645,CERTIFIED,Non-Technical,Y,116230,2016,SOUTH
10646,CERTIFIED,Non-Technical,Y,103480,2016, SOUTH
10647,CERTIFIED,Non-Technical,Y,117998,2016, WEST
10648,CERTIFIED,Non-Technical,Y,117998,2016, WEST
10649,CERTIFIED,Non-Technical,Y,82930,2016, MID WEST
10650,CERTIFIED,Non-Technical,Y,202530,2016, WEST
10651,CERTIFIED,Non-Technical,Y,91458,2016, WEST
10652,CERTIFIED,Non-Technical,Y,117998,2016, WEST
10653,CERTIFIED,Non-Technical,Y,215155.2,2016, WEST
10654,CERTIFIED,Non-Technical,Y,152713.6,2016, MID WEST
10655,CERTIFIED,Non-Technical,Y,246522,2016, WEST
10656,CERTIFIED,Non-Technical,Y,215862,2016, WEST
10657,CERTIFIED,Non-Technical,Y,213200,2016, WEST
10658,CERTIFIED,Non-Technical,Y,202530,2016, WEST
10659,CERTIFIED,Non-Technical,Y,220708.8,2016, SOUTH
10660,CERTIFIED,Non-Technical,Y,175000,2016, NORTH EAST
10661,CERTIFIED,Non-Technical,Y,225035,2016, WEST
10662,CERTIFIED,Non-Technical,Y,215155.2,2016, WEST
10663,CERTIFIED,Non-Technical,Y,149594,2016, SOUTH
10664,CERTIFIED,Non-Technical,Y,178776,2016, MID WEST
10665,CERTIFIED,Non-Technical,Y,178942,2016, SOUTH
10666,CERTIFIED,Non-Technical,Y,111904,2016, WEST
10667,CERTIFIED,Non-Technical,Y,233417.6,2016, NORTH EAST
10668,CERTIFIED,Non-Technical,Y,182957,2016, WEST
10669,CERTIFIED,Non-Technical,Y,178776,2016, MID WEST
10670,CERTIFIED,Non-Technical,Y,82514,2016, WEST
10671,CERTIFIED,Non-Technical,Y,187200,2016, NORTH EAST
10672,CERTIFIED,Non-Technical,Y,283500,2016, SOUTH
10673,CERTIFIED,Non-Technical,Y,219523,2016, WEST
10674,CERTIFIED,Non-Technical,Y,225035,2016, WEST
10675,CERTIFIED,Non-Technical,Y,149885,2016, SOUTH
10676,CERTIFIED,Non-Technical,Y,198266,2016, SOUTH
10677,CERTIFIED,Non-Technical,Y,87797,2016, WEST
10678,CERTIFIED,Non-Technical,Y,178776,2016, MID WEST
10679,CERTIFIED,Non-Technical,Y,289640,2016, SOUTH
10680,CERTIFIED,Non-Technical,Y,198266,2016, SOUTH
10681,CERTIFIED,Non-Technical,Y,187200,2016, WEST
10682,CERTIFIED,Non-Technical,Y,187200,2016, WEST
10683,CERTIFIED,Non-Technical,Y,108222,2016, WEST
10684,CERTIFIED,Non-Technical,Y,96283,2016, SOUTH
10685,CERTIFIED,Non-Technical,Y,631700,2016, WEST
10686,CERTIFIED,Non-Technical,Y,233418,2016, NORTH EAST
10687,CERTIFIED,Non-Technical,Y,117998,2016, WEST
10688,CERTIFIED,Non-Technical,Y,226699,2016, MID WEST
10689,CERTIFIED,Non-Technical,Y,125590,2016, WEST
10690,CERTIFIED,Non-Technical,Y,187200,2016, WEST
10691,CERTIFIED,Non-Technical,Y,124821,2016, WEST
10692,CERTIFIED,Non-Technical,Y,196747,2016, NORTH EAST
10693,CERTIFIED,Non-Technical,Y,216403,2016, WEST
10694,CERTIFIED,Non-Technical,Y,240469,2016, NORTH EAST
10695,CERTIFIED,Non-Technical,Y,196747,2016, NORTH EAST
10696,CERTIFIED,Non-Technical,Y,185432,2016, WEST
10697,CERTIFIED,Non-Technical,Y,85821,2016, MID WEST
10698,CERTIFIED,Non-Technical,Y,284211,2016, NORTH EAST
10699,CERTIFIED,Non-Technical,Y,117749,2016, WEST
10700,CERTIFIED,Non-Technical,Y,129438,2016, SOUTH
10701,CERTIFIED,Non-Technical,Y,195250,2016, WEST
10702,CERTIFIED,Non-Technical,Y,119558,2016, SOUTH
10703,CERTIFIED,Non-Technical,Y,292000,2016, WEST
10704,CERTIFIED,Non-Technical,Y,185432,2016, WEST
10705,CERTIFIED,Non-Technical,Y,195250,2016, WEST
10706,CERTIFIED,Non-Technical,Y,284211,2016, NORTH EAST
10707,CERTIFIED,Non-Technical,Y,187200,2016, WEST
10708,CERTIFIED,Non-Technical,Y,196747,2016, NORTH EAST
10709,CERTIFIED,Non-Technical,Y,284211,2016, NORTH EAST
10710,CERTIFIED,Non-Technical,Y,123053,2016, WEST
10711,CERTIFIED,Non-Technical,Y,278325,2016, WEST
10712,CERTIFIED,Non-Technical,Y,207605,2016, WEST
10713,CERTIFIED,Non-Technical,Y,135678,2016, WEST
10714,CERTIFIED,Non-Technical,Y,235165,2016, WEST
10715,CERTIFIED,Non-Technical,Y,197642,2016, SOUTH
10716,CERTIFIED,Non-Technical,Y,144706,2016, WEST
10717,CERTIFIED,Non-Technical,Y,210000,2016,SOUTH
10718,CERTIFIED,Non-Technical,Y,92539,2016, SOUTH
10719,CERTIFIED,Non-Technical,Y,216403,2016, WEST
10720,CERTIFIED,Non-Technical,Y,175614,2016, WEST
10721,CERTIFIED,Non-Technical,Y,164445,2016, WEST
10722,CERTIFIED,Non-Technical,Y,163176,2016, WEST
10723,CERTIFIED,Non-Technical,Y,284211,2016, NORTH EAST
10724,CERTIFIED,Non-Technical,Y,177944,2016, SOUTH
10725,CERTIFIED,Non-Technical,Y,177944,2016, SOUTH
10726,CERTIFIED,Non-Technical,Y,253635.2,2016, SOUTH
10727,CERTIFIED,Non-Technical,Y,196747,2016, NORTH EAST
10728,CERTIFIED,Technical,Y,141710,2016, MID WEST
10729,CERTIFIED,Technical,Y,128794,2016, MID WEST
10730,CERTIFIED,Technical,N,43202,2016, MID WEST
10731,CERTIFIED,Technical,Y,74402,2016, NORTH EAST
10732,CERTIFIED,Technical,Y,74402,2016, NORTH EAST
10733,CERTIFIED,Technical,Y,131810,2016, WEST
10734,CERTIFIED,Technical,Y,135533,2016, SOUTH
10735,CERTIFIED,Technical,Y,74402,2016, NORTH EAST
10736,CERTIFIED,Technical,Y,111571,2016, SOUTH
10737,CERTIFIED,Technical,Y,142293,2016, SOUTH
10738,CERTIFIED,Technical,Y,87526,2016, SOUTH
10739,CERTIFIED,Technical,Y,117437,2016, NORTH EAST
10740,CERTIFIED,Technical,Y,74402,2016, NORTH EAST
10741,CERTIFIED,Technical,Y,117437,2016, NORTH EAST
10742,CERTIFIED,Technical,Y,160451,2016, NORTH EAST
10743,CERTIFIED,Technical,Y,117437,2016, NORTH EAST
10744,CERTIFIED,Technical,N,69514,2016, SOUTH
10745,CERTIFIED,Technical,Y,101192,2016, SOUTH
10746,CERTIFIED,Technical,Y,203486,2016, NORTH EAST
10747,CERTIFIED,Technical,N,57428.8,2016, SOUTH
10748,CERTIFIED,Technical,Y,137800,2016, SOUTH
10749,CERTIFIED,Technical,Y,150467,2016, WEST
10750,CERTIFIED,Technical,N,69867,2016, WEST
10751,CERTIFIED,Technical,Y,110490,2016, MID WEST
10752,CERTIFIED,Technical,Y,74401.6,2016, NORTH EAST
10753,CERTIFIED,Technical,Y,83616,2016, SOUTH
10754,CERTIFIED,Technical,N,52374.4,2016, NORTH EAST
10755,CERTIFIED,Technical,Y,83408,2016, MID WEST
10756,CERTIFIED,Technical,Y,103626,2016, SOUTH
10757,CERTIFIED,Technical,Y,74402,2016, NORTH EAST
10758,CERTIFIED,Technical,Y,121014,2016, SOUTH
10759,CERTIFIED,Technical,Y,101192,2016, SOUTH
10760,CERTIFIED,Technical,Y,80579,2016, MID WEST
10761,CERTIFIED,Technical,N,57034,2016, WEST
10762,CERTIFIED,Technical,Y,77626,2016, SOUTH
10763,CERTIFIED,Technical,Y,77626,2016, SOUTH
10764,CERTIFIED,Technical,N,57428.8,2016, SOUTH
10765,CERTIFIED,Technical,Y,163010,2016, WEST
10766,CERTIFIED,Technical,Y,133099,2016, SOUTH
10767,CERTIFIED,Technical,Y,138403,2016, SOUTH
10768,CERTIFIED,Technical,N,59696,2016, WEST
10769,CERTIFIED,Technical,Y,117437,2016, NORTH EAST
10770,CERTIFIED,Technical,N,36483,2016, SOUTH
10771,CERTIFIED,Technical,Y,101192,2016, SOUTH
10772,CERTIFIED,Technical,Y,121014,2016, SOUTH
10773,CERTIFIED,Technical,Y,162989,2016, WEST
10774,CERTIFIED,Technical,Y,77626,2016, SOUTH
10775,CERTIFIED,Technical,Y,150467,2016, WEST
10776,CERTIFIED,Technical,N,69513.6,2016, SOUTH
10777,CERTIFIED,Technical,N,58261,2016, NORTH EAST
10778,CERTIFIED,Technical,Y,72280,2016, WEST
10779,CERTIFIED,Technical,Y,182291,2016, NORTH EAST
10780,CERTIFIED,Technical,N,61568,2016, SOUTH
10781,CERTIFIED,Technical,Y,70034,2016, NA
10782,CERTIFIED,Technical,N,67475,2016, WEST
10783,CERTIFIED,Technical,N,66082,2016, MID WEST
10784,CERTIFIED,Technical,N,42619,2016, NORTH EAST
10785,CERTIFIED,Technical,Y,116064,2016, NORTH EAST
10786,CERTIFIED,Technical,N,47091,2016, MID WEST
10787,CERTIFIED,Technical,Y,113339,2016, WEST
10788,CERTIFIED,Technical,Y,121014,2016, SOUTH
10789,CERTIFIED,Technical,N,57158,2016, WEST
10790,CERTIFIED,Technical,Y,80018,2016, NORTH EAST
10791,CERTIFIED,Technical,Y,160451,2016, NORTH EAST
10792,CERTIFIED,Technical,Y,70117,2016, NORTH EAST
10793,CERTIFIED,Technical,N,49754,2016, WEST
10794,CERTIFIED,Technical,N,64542,2016, SOUTH
10795,CERTIFIED,Technical,Y,143000,2016, SOUTH
10796,CERTIFIED,Technical,N,68702.4,2016, WEST
10797,CERTIFIED,Technical,Y,138403,2016, SOUTH
10798,CERTIFIED,Technical,Y,74402,2016, NORTH EAST
10799,CERTIFIED,Technical,Y,100214,2016, SOUTH
10800,CERTIFIED,Technical,N,52936,2016, SOUTH
10801,CERTIFIED,Technical,N,54059,2016, SOUTH
10802,CERTIFIED,Technical,Y,163010,2016, WEST
10803,CERTIFIED,Technical,Y,203486.04,2016, NORTH EAST
10804,CERTIFIED,Technical,Y,150467,2016, WEST
10805,CERTIFIED,Technical,Y,109595,2016, WEST
10806,CERTIFIED,Technical,Y,71282,2016, WEST
10807,CERTIFIED,Technical,Y,117437,2016, NORTH EAST
10808,CERTIFIED,Technical,N,48339,2016, MID WEST
10809,CERTIFIED,Technical,Y,154232,2016, SOUTH
10810,CERTIFIED,Technical,Y,203486,2016, NORTH EAST
10811,CERTIFIED,Technical,Y,113000,2016, SOUTH
10812,CERTIFIED,Technical,Y,167024,2016, WEST
10813,CERTIFIED,Technical,Y,117437,2016, NORTH EAST
10814,CERTIFIED,Technical,Y,150467,2016, WEST
10815,CERTIFIED,Technical,N,64002,2016, SOUTH
10816,CERTIFIED,Technical,Y,150405,2016, SOUTH
10817,CERTIFIED,Technical,Y,74402,2016, NORTH EAST
10818,CERTIFIED,Technical,Y,155418,2016, WEST
10819,CERTIFIED,Technical,Y,167024,2016, WEST
10820,CERTIFIED,Technical,N,62628.8,2016, SOUTH
10821,CERTIFIED,Technical,Y,155418,2016, WEST
10822,CERTIFIED,Technical,Y,71282,2016, WEST
10823,CERTIFIED,Technical,Y,113339,2016, WEST
10824,CERTIFIED,Technical,Y,71282,2016, WEST
10825,CERTIFIED,Technical,Y,84344,2016, NORTH EAST
10826,CERTIFIED,Technical,Y,162989,2016, WEST
10827,CERTIFIED,Technical,Y,142293,2016, SOUTH
10828,CERTIFIED,Technical,Y,203486,2016, NORTH EAST
10829,CERTIFIED,Technical,Y,175386,2016, SOUTH
10830,CERTIFIED,Technical,Y,72301,2016, NORTH EAST
10831,CERTIFIED,Technical,Y,128128,2016, NORTH EAST
10832,CERTIFIED,Technical,Y,104187,2016, NORTH EAST
10833,CERTIFIED,Technical,Y,101192,2016, SOUTH
10834,CERTIFIED,Technical,Y,77438,2016, SOUTH
10835,CERTIFIED,Technical,N,64875.2,2016, NORTH EAST
10836,CERTIFIED,Technical,Y,79414,2016, MID WEST
10837,CERTIFIED,Technical,Y,100214,2016, SOUTH
10838,CERTIFIED,Technical,Y,137904,2016, NORTH EAST
10839,CERTIFIED,Technical,Y,74402,2016, NORTH EAST
10840,CERTIFIED,Technical,Y,93475,2016, NORTH EAST
10841,CERTIFIED,Technical,Y,175594,2016, SOUTH
10842,CERTIFIED,Technical,N,57554,2016, NORTH EAST
10843,CERTIFIED,Technical,Y,168542,2016, SOUTH
10844,CERTIFIED,Technical,N,61277,2016, WEST
10845,CERTIFIED,Technical,N,62629,2016, SOUTH
10846,CERTIFIED,Technical,Y,118144,2016, NORTH EAST
10847,CERTIFIED,Technical,Y,77438,2016, SOUTH
10848,CERTIFIED,Technical,Y,109595,2016, WEST
10849,CERTIFIED,Technical,Y,109595,2016, WEST
10850,CERTIFIED,Technical,Y,79414,2016, MID WEST
10851,CERTIFIED,Technical,Y,107515,2016, NORTH EAST
10852,CERTIFIED,Technical,Y,117437,2016, NORTH EAST
10853,CERTIFIED,Technical,Y,117437,2016, NORTH EAST
10854,CERTIFIED,Technical,Y,113339,2016, WEST
10855,CERTIFIED,Technical,Y,100610,2016, WEST
10856,CERTIFIED,Technical,N,61277,2016, WEST
10857,CERTIFIED,Technical,N,61277,2016, WEST
10858,CERTIFIED,Technical,Y,107515,2016, NORTH EAST
10859,CERTIFIED,Technical,Y,113339,2016, WEST
10860,CERTIFIED,Technical,Y,100610,2016, WEST
10861,CERTIFIED,Technical,Y,86632,2016, MID WEST
10862,CERTIFIED,Technical,Y,109595,2016, WEST
10863,CERTIFIED,Technical,Y,113339,2016, WEST
10864,CERTIFIED,Technical,N,61277,2016, WEST
10865,CERTIFIED,Technical,N,51729.6,2016, SOUTH
10866,CERTIFIED,Technical,Y,203486,2016, NORTH EAST
10867,CERTIFIED,Technical,Y,102128,2016, WEST
10868,CERTIFIED,Technical,Y,117437,2016, NORTH EAST
10869,CERTIFIED,Technical,Y,100214,2016, SOUTH
10870,CERTIFIED,Technical,Y,203486,2016, NORTH EAST
10871,CERTIFIED,Technical,Y,101192,2016, SOUTH
10872,CERTIFIED,Technical,Y,129667,2016, WEST
10873,CERTIFIED,Technical,N,57033.6,2016, WEST
10874,CERTIFIED,Technical,N,57033.6,2016, WEST
10875,CERTIFIED,Technical,Y,174429,2016, NORTH EAST
10876,CERTIFIED,Technical,N,42640,2016, WEST
10877,CERTIFIED,Technical,Y,74402,2016, NORTH EAST
10878,CERTIFIED,Technical,N,44366,2016, SOUTH
10879,CERTIFIED,Technical,Y,109595,2016, WEST
10880,CERTIFIED,Technical,N,68702,2016, WEST
10881,CERTIFIED,Technical,Y,100214,2016, SOUTH
10882,CERTIFIED,Technical,Y,95098,2016, WEST
10883,CERTIFIED,Technical,Y,76794,2016, WEST
10884,CERTIFIED,Technical,N,59696,2016, WEST
10885,CERTIFIED,Technical,Y,74402,2016, NORTH EAST
10886,CERTIFIED,Technical,Y,74402,2016, NORTH EAST
10887,CERTIFIED,Technical,N,41600,2016, WEST
10888,CERTIFIED,Technical,Y,110490,2016, MID WEST
10889,CERTIFIED,Technical,Y,212035,2016, NORTH EAST
10890,CERTIFIED,Technical,Y,122034,2016, WEST
10891,CERTIFIED,Technical,Y,74401.6,2016, NORTH EAST
10892,CERTIFIED,Technical,Y,155418,2016, WEST
10893,CERTIFIED,Technical,N,54059.2,2016, SOUTH
10894,CERTIFIED,Technical,N,62629,2016, SOUTH
10895,CERTIFIED,Technical,Y,97270,2016, SOUTH
10896,CERTIFIED,Technical,Y,100214,2016, SOUTH
10897,CERTIFIED,Technical,Y,107515,2016, NORTH EAST
10898,CERTIFIED,Technical,N,57034,2016, WEST
10899,CERTIFIED,Technical,Y,117437,2016, NORTH EAST
10900,CERTIFIED,Technical,N,48339,2016, MID WEST
10901,CERTIFIED,Technical,N,69514,2016, SOUTH
10902,CERTIFIED,Technical,N,66768,2016, WEST
10903,CERTIFIED,Technical,Y,167898,2016,SOUTH
10904,CERTIFIED,Technical,Y,95098,2016, WEST
10905,CERTIFIED,Technical,N,55640,2016, NORTH EAST
10906,CERTIFIED,Technical,N,55806,2016, NORTH EAST
10907,CERTIFIED,Technical,N,69514,2016, SOUTH
10908,CERTIFIED,Technical,Y,110490,2016, MID WEST
10909,CERTIFIED,Technical,Y,80579,2016, SOUTH
10910,CERTIFIED,Technical,N,15467,2016, WEST
10911,CERTIFIED,Technical,Y,70117,2016, NORTH EAST
10912,CERTIFIED,Technical,Y,109221,2016, WEST
10913,CERTIFIED,Technical,Y,121514,2016, WEST
10914,CERTIFIED,Technical,N,41413,2016, SOUTH
10915,CERTIFIED,Technical,Y,109595,2016, WEST
10916,CERTIFIED,Technical,Y,123490,2016, MID WEST
10917,CERTIFIED,Technical,Y,77626,2016, SOUTH
10918,CERTIFIED,Technical,N,54059,2016, SOUTH
10919,CERTIFIED,Technical,N,46675.2,2016, SOUTH
10920,CERTIFIED,Technical,Y,124322,2016, WEST
10921,CERTIFIED,Technical,N,57990.4,2016, SOUTH
10922,CERTIFIED,Technical,N,51355,2016, SOUTH
10923,CERTIFIED,Technical,Y,109596,2016, WEST
10924,CERTIFIED,Technical,Y,109595,2016, WEST
10925,CERTIFIED,Technical,Y,138400,2016, SOUTH
10926,CERTIFIED,Technical,Y,109595,2016, WEST
10927,CERTIFIED,Technical,Y,109595,2016, WEST
10928,CERTIFIED,Technical,Y,85426,2016, MID WEST
10929,CERTIFIED,Technical,Y,76000,2016, WEST
10930,CERTIFIED,Technical,Y,166941,2016, SOUTH
10931,CERTIFIED,Technical,Y,92352,2016, WEST
10932,CERTIFIED,Technical,N,47882,2016, WEST
10933,CERTIFIED,Technical,Y,119267,2016, MID WEST
10934,CERTIFIED,Technical,Y,109595,2016, WEST
10935,CERTIFIED,Technical,N,59675,2016, MID WEST
10936,CERTIFIED,Technical,Y,141565,2016, MID WEST
10937,CERTIFIED,Technical,N,45905.6,2016, NORTH EAST
10938,CERTIFIED,Technical,Y,74402,2016, NORTH EAST
10939,CERTIFIED,Technical,Y,168542,2016, SOUTH
10940,CERTIFIED,Technical,Y,163010,2016, WEST
10941,CERTIFIED,Technical,Y,80579,2016, SOUTH
10942,CERTIFIED,Technical,N,41413,2016, SOUTH
10943,CERTIFIED,Technical,Y,117437,2016, NORTH EAST
10944,CERTIFIED,Technical,N,41413,2016, SOUTH
10945,CERTIFIED,Technical,Y,74402,2016, NORTH EAST
10946,CERTIFIED,Technical,Y,203486,2016, NORTH EAST
10947,CERTIFIED,Technical,Y,74402,2016, NORTH EAST
10948,CERTIFIED,Technical,N,68702.4,2016, WEST
10949,CERTIFIED,Technical,Y,121160,2016, NORTH EAST
10950,CERTIFIED,Technical,Y,163010,2016, WEST
10951,CERTIFIED,Technical,N,64002,2016, SOUTH
10952,CERTIFIED,Technical,Y,182291,2016, NORTH EAST
10953,CERTIFIED,Technical,Y,74402,2016, NORTH EAST
10954,CERTIFIED,Technical,Y,105467,2016, WEST
10955,CERTIFIED,Technical,N,50482,2016, MID WEST
10956,CERTIFIED,Technical,Y,97448,2016, WEST
10957,CERTIFIED,Technical,N,55702,2016, MID WEST
10958,CERTIFIED,Technical,Y,86132.8,2016, NORTH EAST
10959,CERTIFIED,Technical,N,48380.8,2016, MID WEST
10960,CERTIFIED,Technical,Y,100568,2016, NORTH EAST
10961,CERTIFIED,Technical,Y,174429,2016, NORTH EAST
